candidate_id	source_type	title	url	publisher	discovered_at	relevance_reason	license_guess	status	reviewer_notes
hf-model-anhtuansh-halong_embedding-financial-matryoshka-1e-200k	huggingface_model	anhtuansh/halong_embedding-Financial-Matryoshka-1e-200k	https://huggingface.co/anhtuansh/halong_embedding-Financial-Matryoshka-1e-200k	anhtuansh	2026-06-03T20:25:01.934343+00:00	Matched Hugging Face model query 'financial embedding' for finance AI monitoring; pipeline tag: sentence-similarity.	Check model card license and upstream training data terms	candidate	Needs model-card, license, task fit, finance adaptation, benchmark, and deployment-risk review.
hf-model-anhtuansh-halong_embedding-financial-matryoshka-2e-11k	huggingface_model	anhtuansh/halong_embedding-Financial-Matryoshka-2e-11k	https://huggingface.co/anhtuansh/halong_embedding-Financial-Matryoshka-2e-11k	anhtuansh	2026-06-03T20:25:01.934377+00:00	Matched Hugging Face model query 'financial embedding' for finance AI monitoring; pipeline tag: sentence-similarity.	Check model card license and upstream training data terms	candidate	Needs model-card, license, task fit, finance adaptation, benchmark, and deployment-risk review.
hf-model-ng3owb-financial_embedding_model_balanced	huggingface_model	ng3owb/financial_embedding_model_balanced	https://huggingface.co/ng3owb/financial_embedding_model_balanced	ng3owb	2026-06-03T20:25:01.934395+00:00	Matched Hugging Face model query 'financial embedding' for finance AI monitoring; pipeline tag: model.	Check model card license and upstream training data terms	candidate	Needs model-card, license, task fit, finance adaptation, benchmark, and deployment-risk review.
hf-model-qcsun-financial-embedding	huggingface_model	qcsun/financial-embedding	https://huggingface.co/qcsun/financial-embedding	qcsun	2026-06-03T20:25:01.934415+00:00	Matched Hugging Face model query 'financial embedding' for finance AI monitoring; pipeline tag: sentence-similarity.	Check model card license and upstream training data terms	candidate	Needs model-card, license, task fit, finance adaptation, benchmark, and deployment-risk review.
hf-model-cindy415-financial_embedding	huggingface_model	cindy415/financial_embedding	https://huggingface.co/cindy415/financial_embedding	cindy415	2026-06-03T20:25:01.934432+00:00	Matched Hugging Face model query 'financial embedding' for finance AI monitoring; pipeline tag: model.	Check model card license and upstream training data terms	candidate	Needs model-card, license, task fit, finance adaptation, benchmark, and deployment-risk review.
hf-model-ehekaanldk-flan-t5-large-financial-phrasebank-lora-nlp	huggingface_model	ehekaanldk/flan-t5-large-financial-phrasebank-lora-NLP	https://huggingface.co/ehekaanldk/flan-t5-large-financial-phrasebank-lora-NLP	ehekaanldk	2026-06-03T20:25:02.514715+00:00	Matched Hugging Face model query 'financial nlp' for finance AI monitoring; pipeline tag: model.	Check model card license and upstream training data terms	candidate	Needs model-card, license, task fit, finance adaptation, benchmark, and deployment-risk review.
hf-model-nlp-feup-da-mrm8488-distilroberta-finetuned-financial-news-sentiment-analysis	huggingface_model	NLP-FEUP/DA-mrm8488-distilroberta-finetuned-financial-news-sentiment-analysis	https://huggingface.co/NLP-FEUP/DA-mrm8488-distilroberta-finetuned-financial-news-sentiment-analysis	NLP-FEUP	2026-06-03T20:25:02.514861+00:00	Matched Hugging Face model query 'financial nlp' for finance AI monitoring; pipeline tag: fill-mask.	Check model card license and upstream training data terms	candidate	Needs model-card, license, task fit, finance adaptation, benchmark, and deployment-risk review.
hf-model-nlp-feup-ft-mrm8488-distilroberta-finetuned-financial-news-sentiment-analysis	huggingface_model	NLP-FEUP/FT-mrm8488-distilroberta-finetuned-financial-news-sentiment-analysis	https://huggingface.co/NLP-FEUP/FT-mrm8488-distilroberta-finetuned-financial-news-sentiment-analysis	NLP-FEUP	2026-06-03T20:25:02.514907+00:00	Matched Hugging Face model query 'financial nlp' for finance AI monitoring; pipeline tag: text-classification.	Check model card license and upstream training data terms	candidate	Needs model-card, license, task fit, finance adaptation, benchmark, and deployment-risk review.
hf-model-nlp-feup-da-ft-mrm8488-distilroberta-finetuned-financial-news-sentiment-analysis	huggingface_model	NLP-FEUP/DA-FT-mrm8488-distilroberta-finetuned-financial-news-sentiment-analysis	https://huggingface.co/NLP-FEUP/DA-FT-mrm8488-distilroberta-finetuned-financial-news-sentiment-analysis	NLP-FEUP	2026-06-03T20:25:02.514943+00:00	Matched Hugging Face model query 'financial nlp' for finance AI monitoring; pipeline tag: text-classification.	Check model card license and upstream training data terms	candidate	Needs model-card, license, task fit, finance adaptation, benchmark, and deployment-risk review.
hf-model-mulkooo-nlp-financial	huggingface_model	mulkooo/nlp-financial	https://huggingface.co/mulkooo/nlp-financial	mulkooo	2026-06-03T20:25:02.514978+00:00	Matched Hugging Face model query 'financial nlp' for finance AI monitoring; pipeline tag: model.	Check model card license and upstream training data terms	candidate	Needs model-card, license, task fit, finance adaptation, benchmark, and deployment-risk review.
hf-model-shri23439-financial-nlp-alpha-signals	huggingface_model	shri23439/Financial-NLP-Alpha-Signals	https://huggingface.co/shri23439/Financial-NLP-Alpha-Signals	shri23439	2026-06-03T20:25:02.515006+00:00	Matched Hugging Face model query 'financial nlp' for finance AI monitoring; pipeline tag: model.	Check model card license and upstream training data terms	candidate	Needs model-card, license, task fit, finance adaptation, benchmark, and deployment-risk review.
hf-paper-2606-01476	huggingface_paper	OmniOPD: Logit-Free On-Policy Distillation via Speculative Verification	https://huggingface.co/papers/2606.01476	Hugging Face Papers	2026-06-03T20:25:03.079878+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-03029	huggingface_paper	Conditional Hypothesis Generation for LLM-Based Text Analysis with Researcher-Specified Covariates	https://huggingface.co/papers/2606.03029	Hugging Face Papers	2026-06-03T20:25:03.079952+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-01770	huggingface_paper	Adaptive Auto-Harness: Sustained Self-Improvement for Agentic System Deployment on Open-Ended Task Streams	https://huggingface.co/papers/2606.01770	Hugging Face Papers	2026-06-03T20:25:03.079992+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-03748	huggingface_paper	Ultralytics YOLO26: Unified Real-Time End-to-End Vision Models	https://huggingface.co/papers/2606.03748	Hugging Face Papers	2026-06-03T20:25:03.080022+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2605-30581	huggingface_paper	Prior Availability in Industrial Visual Sim-to-Real: A Review of CAD-Guided and CAD-Unavailable Regimes	https://huggingface.co/papers/2605.30581	Hugging Face Papers	2026-06-03T20:25:03.080047+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2605-30039	huggingface_paper	Domain-Specific Data Synthesis for LLMs via Minimal Sufficient Representation Learning	https://huggingface.co/papers/2605.30039	Hugging Face Papers	2026-06-03T20:25:03.080076+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-03458	huggingface_paper	KVarN: Variance-Normalized KV-Cache Quantization Mitigates Error Accumulation in Reasoning Tasks	https://huggingface.co/papers/2606.03458	Hugging Face Papers	2026-06-03T20:25:03.080101+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-02578	huggingface_paper	Mitigating Perceptual Judgment Bias in Multimodal LLM-as-a-Judge via Perceptual Perturbation and Reward Modeling	https://huggingface.co/papers/2606.02578	Hugging Face Papers	2026-06-03T20:25:03.080131+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-02775	huggingface_paper	AURA: Action-Gated Memory for Robot Policies at Constant VRAM	https://huggingface.co/papers/2606.02775	Hugging Face Papers	2026-06-03T20:25:03.080161+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-03911	huggingface_paper	Bootstrap Your Generator: Unpaired Visual Editing with Flow Matching	https://huggingface.co/papers/2606.03911	Hugging Face Papers	2026-06-03T20:25:03.080189+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2605-30288	huggingface_paper	MIRA: Mid-training Rubric Anchoring for Source-Aware Data Selection	https://huggingface.co/papers/2605.30288	Hugging Face Papers	2026-06-03T20:25:03.080213+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-00138	huggingface_paper	A Multi-AI-agent Framework Enabling End-to-end Finite Element Analysis for Solid Mechanics Problems	https://huggingface.co/papers/2606.00138	Hugging Face Papers	2026-06-03T20:25:03.080236+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-00683	huggingface_paper	OCC-RAG: Optimal Cognitive Core for Faithful Question Answering	https://huggingface.co/papers/2606.00683	Hugging Face Papers	2026-06-03T20:25:03.080260+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-03287	huggingface_paper	BA-T: An Iterative Transformer for Two-View Bundle Adjustment	https://huggingface.co/papers/2606.03287	Hugging Face Papers	2026-06-03T20:25:03.080283+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2605-23895	huggingface_paper	From Activation to Causality: Discovery of Causal Visual Representations in the Human Brain	https://huggingface.co/papers/2605.23895	Hugging Face Papers	2026-06-03T20:25:03.080306+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-00386	huggingface_paper	αDepth: Learning Single-Pass Soft Boundary Decomposition for Stereo Conversion	https://huggingface.co/papers/2606.00386	Hugging Face Papers	2026-06-03T20:25:03.080329+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-03264	huggingface_paper	PaddleOCR-VL-1.6: Expanding the Frontier of Document Parsing with Under-Optimized Region Refinement and Progressive Post-Training	https://huggingface.co/papers/2606.03264	Hugging Face Papers	2026-06-03T20:25:03.080362+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-01048	huggingface_paper	Decoupled Residual Denoising Diffusion Models for Unified and Data Efficient Image-to-Image Translation	https://huggingface.co/papers/2606.01048	Hugging Face Papers	2026-06-03T20:25:03.080387+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-03102	huggingface_paper	Small RL Controller, Large Language Model: RL-Guided Adaptive Sampling for Test-Time Scaling	https://huggingface.co/papers/2606.03102	Hugging Face Papers	2026-06-03T20:25:03.080485+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-01599	huggingface_paper	TRON: Targeted Rule-Verifiable Online Environments for Visual Reasoning RL	https://huggingface.co/papers/2606.01599	Hugging Face Papers	2026-06-03T20:25:03.080515+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-01961	huggingface_paper	AutoMedBench: Towards Medical AutoResearch with Agentic AI Models	https://huggingface.co/papers/2606.01961	Hugging Face Papers	2026-06-03T20:25:03.080544+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-01494	huggingface_paper	ClawHub Security Signals: When VirusTotal, Static Analysis, and SkillSpector Disagree	https://huggingface.co/papers/2606.01494	Hugging Face Papers	2026-06-03T20:25:03.080566+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2605-29288	huggingface_paper	Diagnosing Harmful Continuation in Answer-Correct Long-CoT Training Traces	https://huggingface.co/papers/2605.29288	Hugging Face Papers	2026-06-03T20:25:03.080590+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-02398	huggingface_paper	A Local Perturbation Theory for Cross-Domain Interference and Recovery in Multi-Domain RL	https://huggingface.co/papers/2606.02398	Hugging Face Papers	2026-06-03T20:25:03.080613+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-03603	huggingface_paper	World Models Meet Language Models: On the Complementarity of Concrete and Abstract Reasoning	https://huggingface.co/papers/2606.03603	Hugging Face Papers	2026-06-03T20:25:03.080637+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2605-27958	huggingface_paper	Pressure-Testing Deception Probes in LLMs: Scaling, Robustness, and the Geometry of Deceptive Representations	https://huggingface.co/papers/2605.27958	Hugging Face Papers	2026-06-03T20:25:03.080660+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2605-27346	huggingface_paper	MERIT: Learning Disentangled Music Representations for Audio Similarity	https://huggingface.co/papers/2605.27346	Hugging Face Papers	2026-06-03T20:25:03.080684+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-03928	huggingface_paper	Value-Aware Stochastic KV Cache Eviction for Reasoning Models	https://huggingface.co/papers/2606.03928	Hugging Face Papers	2026-06-03T20:25:03.080706+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-02754	huggingface_paper	Ψ-Bench: Evaluating Persona-Sensitive Influencing in Persuasive Dialogues	https://huggingface.co/papers/2606.02754	Hugging Face Papers	2026-06-03T20:25:03.080729+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-01717	huggingface_paper	Decentralized Instruction Tuning: Conflict-Aware Splitting and Weight Merging	https://huggingface.co/papers/2606.01717	Hugging Face Papers	2026-06-03T20:25:03.080755+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-03159	huggingface_paper	NVIDIA OmniDreams: Real-Time Generative World Model for Closed-Loop Autonomous Vehicle Simulation	https://huggingface.co/papers/2606.03159	Hugging Face Papers	2026-06-03T20:25:03.080778+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-01788	huggingface_paper	PlatonicNav: Unveiling Semantic Correspondence in Navigation with Platonic Topological Maps	https://huggingface.co/papers/2606.01788	Hugging Face Papers	2026-06-03T20:25:03.080801+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-03979	huggingface_paper	Language Models Need Sleep: Learning to Self-Modify and Consolidate Memories	https://huggingface.co/papers/2606.03979	Hugging Face Papers	2026-06-03T20:25:03.080825+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-03985	huggingface_paper	Humanoid-GPT: Scaling Data and Structure for Zero-Shot Motion Tracking	https://huggingface.co/papers/2606.03985	Hugging Face Papers	2026-06-03T20:25:03.080847+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-03920	huggingface_paper	Benchmarking Visual State Tracking in Multimodal Video Understanding	https://huggingface.co/papers/2606.03920	Hugging Face Papers	2026-06-03T20:25:03.080870+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-01249	huggingface_paper	Trust Region On-Policy Distillation	https://huggingface.co/papers/2606.01249	Hugging Face Papers	2026-06-03T20:25:03.080930+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2605-27921	huggingface_paper	Show, Don't TELL: Explainable AI-Generated Text Detection	https://huggingface.co/papers/2605.27921	Hugging Face Papers	2026-06-03T20:25:03.080956+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-00240	huggingface_paper	MindZero: Learning Online Mental Reasoning With Zero Annotations	https://huggingface.co/papers/2606.00240	Hugging Face Papers	2026-06-03T20:25:03.080978+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-01666	huggingface_paper	DOT-MoE: Differentiable Optimal Transport for MoEfication	https://huggingface.co/papers/2606.01666	Hugging Face Papers	2026-06-03T20:25:03.081000+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2605-30608	huggingface_paper	Semantic Motion Anchors: Bridging Motion and Meaning in Co-Speech Gestures	https://huggingface.co/papers/2605.30608	Hugging Face Papers	2026-06-03T20:25:03.081023+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-02551	huggingface_paper	AFUN: Towards an Affordance Foundation Model for Functionality Understanding	https://huggingface.co/papers/2606.02551	Hugging Face Papers	2026-06-03T20:25:03.081046+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-02320	huggingface_paper	TVIR: Building Deep Research Agents Towards Text--Visual Interleaved Report Generation	https://huggingface.co/papers/2606.02320	Hugging Face Papers	2026-06-03T20:25:03.081068+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2605-31529	huggingface_paper	SVI-Bench: A Dynamic Microworld for Strategic Video Intelligence	https://huggingface.co/papers/2605.31529	Hugging Face Papers	2026-06-03T20:25:03.081092+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2605-29318	huggingface_paper	FreeForm: Reduced-Order Deformable Simulation from Particle-Based Skinning Eigenmodes	https://huggingface.co/papers/2605.29318	Hugging Face Papers	2026-06-03T20:25:03.081114+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-02373	huggingface_paper	Harness-1: Reinforcement Learning for Search Agents with State-Externalizing Harnesses	https://huggingface.co/papers/2606.02373	Hugging Face Papers	2026-06-03T20:25:03.081137+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-02388	huggingface_paper	Policy and World Modeling Co-Training for Language Agents	https://huggingface.co/papers/2606.02388	Hugging Face Papers	2026-06-03T20:25:03.081160+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2606-00285	huggingface_paper	Model-Based Quality Assessment for Massively Multilingual Parallel Data	https://huggingface.co/papers/2606.00285	Hugging Face Papers	2026-06-03T20:25:03.081182+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2605-29084	huggingface_paper	Same Question, Different Source, Different Answer: Auditing Source-Dependence in Medical Multi-Source RAG	https://huggingface.co/papers/2605.29084	Hugging Face Papers	2026-06-03T20:25:03.081204+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2605-29087	huggingface_paper	The Chain Holds, the Answer Folds: Trace-Answer Dissociation in Reasoning Models Under Adversarial Pressure	https://huggingface.co/papers/2605.29087	Hugging Face Papers	2026-06-03T20:25:03.081228+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
hf-paper-2605-26248	huggingface_paper	Unified Neural Scaling Laws	https://huggingface.co/papers/2605.26248	Hugging Face Papers	2026-06-03T20:25:03.081251+00:00	Matched Hugging Face paper query 'FinGPT' for finance AI research monitoring.	Paper metadata is public; check linked arXiv, code, model, and dataset terms	candidate	Needs linked models, datasets, reproducibility, finance domain, and claims review.
